stockout_id,store_id,sku_id,stockout_date,restock_date,duration_days,estimated_lost_units,estimated_lost_revenue,root_cause
SO_0001651,STORE_002,SKU_0335,2025-10-19,2025-10-20,1,5,194.4,Forecast miss
SO_0002416,STORE_003,SKU_0241,2025-10-19,2025-10-20,1,32,1149.12,Manual error
SO_0003038,STORE_003,SKU_0547,2025-10-19,2025-10-25,6,68,2059.72,Demand spike
SO_0003482,STORE_004,SKU_0316,2025-10-19,2025-10-20,1,0,0.0,Supplier delay
SO_0004580,STORE_006,SKU_0267,2025-10-19,2025-10-26,7,212,334.96,Shrinkage
SO_0004915,STORE_006,SKU_0509,2025-10-19,2025-10-20,1,17,459.68,Manual error
SO_0005224,STORE_007,SKU_0067,2025-10-19,2025-10-23,4,55,2379.3,Shrinkage
SO_0005449,STORE_007,SKU_0244,2025-10-19,2025-10-23,4,52,142.48,Manual error
SO_0006190,STORE_007,SKU_0519,2025-10-19,2025-10-24,5,47,1188.16,Forecast miss
SO_0006567,STORE_008,SKU_0174,2025-10-19,2025-10-20,1,1,42.77,Supplier delay
SO_0006736,STORE_008,SKU_0355,2025-10-19,2025-11-15,27,334,2982.62,Shrinkage
SO_0007805,STORE_010,SKU_0417,2025-10-19,2025-10-20,1,5,54.0,Supplier delay
SO_0000479,STORE_001,SKU_0322,2025-10-20,2025-10-23,3,58,1258.02,Forecast miss
SO_0001314,STORE_002,SKU_0086,2025-10-20,2025-10-27,7,199,656.7,Forecast miss
SO_0002340,STORE_003,SKU_0231,2025-10-20,2025-10-27,7,112,1357.44,Forecast miss
SO_0003322,STORE_004,SKU_0207,2025-10-20,2025-10-24,4,13,141.83,Demand spike
SO_0004253,STORE_006,SKU_0071,2025-10-20,2025-10-21,1,3,62.52,Forecast miss
SO_0004668,STORE_006,SKU_0270,2025-10-20,2025-10-21,1,9,413.73,Manual error
SO_0006859,STORE_009,SKU_0104,2025-10-20,2025-10-24,4,42,1299.48,Demand spike
SO_0007155,STORE_009,SKU_0348,2025-10-20,2025-10-24,4,40,638.0,Shrinkage
SO_0007226,STORE_009,SKU_0443,2025-10-20,2025-10-28,8,144,1553.76,Manual error
SO_0007405,STORE_010,SKU_0109,2025-10-20,2025-10-22,2,16,560.8,Forecast miss
SO_0000115,STORE_001,SKU_0109,2025-10-21,2025-10-24,3,79,2768.95,Forecast miss
SO_0001433,STORE_002,SKU_0201,2025-10-21,2025-10-24,3,57,1360.02,Supplier delay
SO_0002262,STORE_003,SKU_0214,2025-10-21,2025-10-22,1,0,0.0,Supplier delay
SO_0005981,STORE_007,SKU_0428,2025-10-21,2025-10-22,1,1,35.48,Manual error
SO_0006251,STORE_007,SKU_0542,2025-10-21,2025-10-28,7,75,1956.0,Supplier delay
SO_0007328,STORE_009,SKU_0537,2025-10-21,2025-10-30,9,133,2943.29,Shrinkage
SO_0007806,STORE_010,SKU_0417,2025-10-21,2025-10-22,1,0,0.0,Supplier delay
SO_0000907,STORE_001,SKU_0518,2025-10-22,2025-10-30,8,152,1136.96,Shrinkage
SO_0001930,STORE_002,SKU_0541,2025-10-22,2025-10-26,4,92,3969.8,Shrinkage
SO_0003862,STORE_005,SKU_0181,2025-10-22,2025-10-25,3,16,239.36,Forecast miss
SO_0004254,STORE_006,SKU_0071,2025-10-22,2025-10-24,2,6,125.04,Demand spike
SO_0005874,STORE_007,SKU_0364,2025-10-22,2025-10-24,2,14,659.68,Shrinkage
SO_0007281,STORE_009,SKU_0518,2025-10-22,2025-10-28,6,84,628.32,Demand spike
SO_0000727,STORE_001,SKU_0449,2025-10-23,2025-10-24,1,16,466.72,Forecast miss
SO_0001374,STORE_002,SKU_0133,2025-10-23,2025-10-25,2,12,357.6,Demand spike
SO_0002806,STORE_003,SKU_0403,2025-10-23,2025-10-26,3,77,2350.81,Manual error
SO_0002994,STORE_003,SKU_0535,2025-10-23,2025-10-24,1,3,141.9,Manual error
SO_0003902,STORE_005,SKU_0256,2025-10-23,2025-10-27,4,40,384.4,Forecast miss
SO_0005081,STORE_006,SKU_0564,2025-10-23,2025-10-26,3,17,736.44,Demand spike
SO_0005723,STORE_007,SKU_0345,2025-10-23,2025-10-24,1,1,36.46,Manual error
SO_0002127,STORE_003,SKU_0018,2025-10-24,2025-10-26,2,22,756.36,Demand spike
SO_0003530,STORE_004,SKU_0332,2025-10-24,2025-10-30,6,117,2870.01,Forecast miss
SO_0004860,STORE_006,SKU_0447,2025-10-24,2025-10-28,4,93,2271.99,Shrinkage
SO_0004957,STORE_006,SKU_0531,2025-10-24,2025-10-27,3,67,2562.08,Demand spike
SO_0005170,STORE_007,SKU_0031,2025-10-24,2025-10-25,1,0,0.0,Forecast miss
SO_0006356,STORE_008,SKU_0118,2025-10-24,2025-10-28,4,33,147.84,Demand spike
SO_0006396,STORE_008,SKU_0146,2025-10-24,2025-10-27,3,16,352.32,Supplier delay
SO_0007539,STORE_010,SKU_0228,2025-10-24,2025-10-26,2,4,120.72,Forecast miss
SO_0000386,STORE_001,SKU_0279,2025-10-25,2025-10-29,4,42,1270.08,Forecast miss
SO_0000976,STORE_001,SKU_0534,2025-10-25,2025-11-04,10,284,2303.24,Demand spike
SO_0001234,STORE_002,SKU_0038,2025-10-25,2025-11-02,8,208,10343.84,Demand spike
SO_0002544,STORE_003,SKU_0313,2025-10-25,2025-10-26,1,1,38.49,Manual error
SO_0002716,STORE_003,SKU_0345,2025-10-25,2025-10-27,2,7,255.22,Supplier delay
SO_0003323,STORE_004,SKU_0207,2025-10-25,2025-10-27,2,26,283.66,Manual error
SO_0003647,STORE_004,SKU_0499,2025-10-25,2025-10-29,4,49,1068.2,Forecast miss
SO_0004139,STORE_006,SKU_0052,2025-10-25,2025-10-26,1,6,84.6,Manual error
SO_0004255,STORE_006,SKU_0071,2025-10-25,2025-10-29,4,5,104.2,Forecast miss
SO_0004334,STORE_006,SKU_0087,2025-10-25,2025-10-26,1,5,150.6,Manual error
SO_0005497,STORE_007,SKU_0268,2025-10-25,2025-10-26,1,3,141.63,Forecast miss
SO_0005724,STORE_007,SKU_0345,2025-10-25,2025-10-27,2,12,437.52,Forecast miss
SO_0005768,STORE_007,SKU_0358,2025-10-25,2025-10-30,5,87,2672.64,Demand spike
SO_0005932,STORE_007,SKU_0420,2025-10-25,2025-10-29,4,43,547.39,Shrinkage
SO_0006471,STORE_008,SKU_0153,2025-10-25,2025-10-28,3,20,479.0,Supplier delay
SO_0007684,STORE_010,SKU_0393,2025-10-25,2025-10-28,3,12,549.36,Manual error
SO_0007807,STORE_010,SKU_0417,2025-10-25,2025-10-26,1,2,21.6,Manual error
SO_0000162,STORE_001,SKU_0135,2025-10-26,2025-10-28,2,36,1181.88,Demand spike
SO_0000787,STORE_001,SKU_0474,2025-10-26,2025-10-30,4,23,531.53,Demand spike
SO_0000808,STORE_001,SKU_0511,2025-10-26,2025-10-28,2,48,1846.08,Supplier delay
SO_0001110,STORE_002,SKU_0021,2025-10-26,2025-10-27,1,5,46.3,Supplier delay
SO_0001283,STORE_002,SKU_0063,2025-10-26,2025-11-04,9,192,9471.36,Supplier delay
SO_0001868,STORE_002,SKU_0468,2025-10-26,2025-10-27,1,10,411.6,Manual error
SO_0002063,STORE_003,SKU_0008,2025-10-26,2025-10-29,3,58,1363.58,Demand spike
SO_0003187,STORE_004,SKU_0108,2025-10-26,2025-10-27,1,14,347.34,Manual error
SO_0003437,STORE_004,SKU_0292,2025-10-26,2025-11-02,7,123,5983.95,Forecast miss
SO_0004669,STORE_006,SKU_0270,2025-10-26,2025-10-27,1,7,321.79,Forecast miss
SO_0004714,STORE_006,SKU_0353,2025-10-26,2025-10-31,5,89,2334.47,Manual error
SO_0005360,STORE_007,SKU_0204,2025-10-26,2025-10-31,5,47,1628.55,Forecast miss
SO_0005590,STORE_007,SKU_0279,2025-10-26,2025-10-27,1,3,90.72,Shrinkage
SO_0005623,STORE_007,SKU_0340,2025-10-26,2025-10-27,1,26,738.4,Forecast miss
SO_0006568,STORE_008,SKU_0174,2025-10-26,2025-10-27,1,3,128.31,Forecast miss
SO_0006609,STORE_008,SKU_0254,2025-10-26,2025-10-29,3,21,273.42,Demand spike
SO_0006959,STORE_009,SKU_0250,2025-10-26,2025-10-27,1,2,27.44,Demand spike
SO_0006989,STORE_009,SKU_0255,2025-10-26,2025-10-30,4,90,2633.4,Supplier delay
SO_0007108,STORE_009,SKU_0322,2025-10-26,2025-11-04,9,107,2320.83,Demand spike
SO_0001187,STORE_002,SKU_0032,2025-10-27,2025-10-29,2,43,1286.13,Supplier delay
SO_0001652,STORE_002,SKU_0335,2025-10-27,2025-10-28,1,17,660.96,Manual error
SO_0001700,STORE_002,SKU_0368,2025-10-27,2025-10-31,4,46,1418.18,Demand spike
SO_0002417,STORE_003,SKU_0241,2025-10-27,2025-10-30,3,50,1795.5,Manual error
SO_0002959,STORE_003,SKU_0517,2025-10-27,2025-10-30,3,28,1146.6,Forecast miss
SO_0003368,STORE_004,SKU_0257,2025-10-27,2025-10-28,1,3,5.85,Supplier delay
SO_0005875,STORE_007,SKU_0364,2025-10-27,2025-10-28,1,0,0.0,Shrinkage
SO_0006097,STORE_007,SKU_0485,2025-10-27,2025-10-30,3,53,27.56,Demand spike
SO_0007540,STORE_010,SKU_0228,2025-10-27,2025-10-28,1,5,150.9,Shrinkage
SO_0000197,STORE_001,SKU_0197,2025-10-28,2025-10-30,2,43,1284.84,Supplier delay
SO_0001513,STORE_002,SKU_0207,2025-10-28,2025-10-29,1,2,21.82,Shrinkage
SO_0002717,STORE_003,SKU_0345,2025-10-28,2025-11-10,13,161,5870.06,Demand spike
SO_0002922,STORE_003,SKU_0474,2025-10-28,2025-11-02,5,137,3166.07,Manual error
SO_0003406,STORE_004,SKU_0290,2025-10-28,2025-11-01,4,14,377.16,Supplier delay
SO_0004025,STORE_005,SKU_0573,2025-10-28,2025-10-30,2,2,82.56,Supplier delay
SO_0005591,STORE_007,SKU_0279,2025-10-28,2025-10-29,1,1,30.24,Manual error
SO_0005725,STORE_007,SKU_0345,2025-10-28,2025-11-04,7,183,6672.18,Shrinkage
SO_0006397,STORE_008,SKU_0146,2025-10-28,2025-11-10,13,47,1034.94,Forecast miss
SO_0006931,STORE_009,SKU_0241,2025-10-28,2025-11-07,10,164,5889.24,Forecast miss
SO_0001611,STORE_002,SKU_0300,2025-10-29,2025-11-01,3,37,635.29,Forecast miss
SO_0003069,STORE_003,SKU_0550,2025-10-29,2025-10-30,1,12,255.96,Shrinkage
SO_0003324,STORE_004,SKU_0207,2025-10-29,2025-10-30,1,4,43.64,Manual error
SO_0005299,STORE_007,SKU_0156,2025-10-29,2025-11-03,5,146,6434.22,Shrinkage
SO_0006252,STORE_007,SKU_0542,2025-10-29,,63,1511,39406.88,Ongoing
SO_0006834,STORE_009,SKU_0062,2025-10-29,2025-10-30,1,10,475.1,Shrinkage
SO_0007406,STORE_010,SKU_0109,2025-10-29,2025-11-01,3,28,981.4,Demand spike
SO_0007808,STORE_010,SKU_0417,2025-10-29,2025-10-30,1,3,32.4,Supplier delay
SO_0000116,STORE_001,SKU_0109,2025-10-30,2025-11-04,5,84,2944.2,Manual error
SO_0000318,STORE_001,SKU_0238,2025-10-30,2025-11-04,5,42,1391.88,Supplier delay
SO_0000339,STORE_001,SKU_0260,2025-10-30,2025-11-01,2,28,582.96,Forecast miss
SO_0000541,STORE_001,SKU_0391,2025-10-30,2025-11-01,2,6,53.4,Supplier delay
SO_0002493,STORE_003,SKU_0282,2025-10-30,2025-11-06,7,166,3482.68,Demand spike
SO_0004256,STORE_006,SKU_0071,2025-10-30,2025-11-03,4,18,375.12,Supplier delay
SO_0004769,STORE_006,SKU_0394,2025-10-30,2025-10-31,1,5,163.45,Shrinkage
SO_0004796,STORE_006,SKU_0401,2025-10-30,2025-11-06,7,104,2189.2,Supplier delay
SO_0005592,STORE_007,SKU_0279,2025-10-30,2025-11-03,4,65,1965.6,Shrinkage
SO_0005876,STORE_007,SKU_0364,2025-10-30,2025-11-01,2,14,659.68,Shrinkage
SO_0006569,STORE_008,SKU_0174,2025-10-30,2025-10-31,1,2,85.54,Supplier delay
SO_0007541,STORE_010,SKU_0228,2025-10-30,2025-10-31,1,4,120.72,Demand spike
SO_0000908,STORE_001,SKU_0518,2025-10-31,2025-11-03,3,3,22.44,Manual error
SO_0001514,STORE_002,SKU_0207,2025-10-31,2025-11-04,4,41,447.31,Shrinkage
SO_0002626,STORE_003,SKU_0339,2025-10-31,2025-11-15,15,638,7617.72,Supplier delay
SO_0003690,STORE_004,SKU_0513,2025-10-31,2025-11-06,6,130,2577.9,Supplier delay
SO_0004026,STORE_005,SKU_0573,2025-10-31,2025-11-02,2,6,247.68,Forecast miss
SO_0004140,STORE_006,SKU_0052,2025-10-31,2025-11-01,1,15,211.5,Manual error
SO_0005171,STORE_007,SKU_0031,2025-10-31,2025-11-08,8,199,9410.71,Demand spike
SO_0006085,STORE_007,SKU_0468,2025-10-31,2025-11-05,5,129,5309.64,Forecast miss
SO_0007394,STORE_009,SKU_0577,2025-10-31,2025-11-01,1,8,311.76,Supplier delay
SO_0007809,STORE_010,SKU_0417,2025-10-31,2025-11-02,2,1,10.8,Supplier delay
SO_0000280,STORE_001,SKU_0213,2025-11-01,2025-11-02,1,18,346.5,Manual error
SO_0001111,STORE_002,SKU_0021,2025-11-01,2025-11-02,1,6,55.56,Shrinkage
SO_0001540,STORE_002,SKU_0237,2025-11-01,2025-11-02,1,35,1437.8,Forecast miss
SO_0001629,STORE_002,SKU_0334,2025-11-01,2025-11-02,1,11,431.31,Shrinkage
SO_0001869,STORE_002,SKU_0468,2025-11-01,2025-11-02,1,6,246.96,Supplier delay
SO_0002026,STORE_002,SKU_0564,2025-11-01,2025-11-03,2,19,823.08,Supplier delay
SO_0002418,STORE_003,SKU_0241,2025-11-01,2025-11-02,1,5,179.55,Manual error
SO_0002853,STORE_003,SKU_0440,2025-11-01,2025-11-11,10,224,7078.4,Demand spike
SO_0003325,STORE_004,SKU_0207,2025-11-01,2025-11-05,4,28,305.48,Demand spike
SO_0003777,STORE_004,SKU_0554,2025-11-01,2025-11-02,1,0,0.0,Forecast miss
SO_0004335,STORE_006,SKU_0087,2025-11-01,2025-11-25,24,1218,36686.16,Supplier delay
SO_0004450,STORE_006,SKU_0088,2025-11-01,2025-11-03,2,5,234.35,Demand spike
SO_0004670,STORE_006,SKU_0270,2025-11-01,2025-11-02,1,25,1149.25,Shrinkage
SO_0005082,STORE_006,SKU_0564,2025-11-01,2025-11-03,2,6,259.92,Shrinkage
SO_0006191,STORE_007,SKU_0519,2025-11-01,2025-11-03,2,22,556.16,Forecast miss
SO_0006313,STORE_008,SKU_0013,2025-11-01,2025-11-02,1,0,0.0,Supplier delay
SO_0006472,STORE_008,SKU_0153,2025-11-01,2025-11-02,1,2,47.9,Shrinkage
SO_0007072,STORE_009,SKU_0285,2025-11-01,2025-11-02,1,19,391.4,Forecast miss
SO_0007542,STORE_010,SKU_0228,2025-11-01,2025-11-02,1,4,120.72,Shrinkage
SO_0001135,STORE_002,SKU_0028,2025-11-02,2025-11-03,1,32,122.56,Supplier delay
SO_0001736,STORE_002,SKU_0369,2025-11-02,2025-11-03,1,19,414.39,Supplier delay
SO_0001931,STORE_002,SKU_0541,2025-11-02,2025-11-05,3,67,2891.05,Supplier delay
SO_0002531,STORE_003,SKU_0310,2025-11-02,2025-11-04,2,17,698.19,Demand spike
SO_0002757,STORE_003,SKU_0351,2025-11-02,2025-11-09,7,140,5191.2,Supplier delay
SO_0003111,STORE_003,SKU_0556,2025-11-02,2025-11-05,3,47,1016.14,Manual error
SO_0004533,STORE_006,SKU_0203,2025-11-02,2025-11-06,4,119,2659.65,Demand spike
SO_0004828,STORE_006,SKU_0426,2025-11-02,2025-11-03,1,16,591.52,Manual error
SO_0005384,STORE_007,SKU_0223,2025-11-02,2025-11-05,3,56,1779.12,Demand spike
SO_0005877,STORE_007,SKU_0364,2025-11-02,2025-11-04,2,0,0.0,Supplier delay
SO_0006570,STORE_008,SKU_0174,2025-11-02,2025-11-03,1,0,0.0,Supplier delay
SO_0006752,STORE_008,SKU_0362,2025-11-02,2025-11-09,7,40,1934.0,Supplier delay
SO_0007581,STORE_010,SKU_0291,2025-11-02,2025-11-05,3,10,414.1,Demand spike
SO_0007650,STORE_010,SKU_0391,2025-11-02,2025-11-05,3,26,231.4,Forecast miss
SO_0000951,STORE_001,SKU_0523,2025-11-03,2025-11-08,5,76,1100.48,Forecast miss
SO_0001788,STORE_002,SKU_0466,2025-11-03,2025-11-20,17,528,7508.16,Demand spike
SO_0002283,STORE_003,SKU_0217,2025-11-03,2025-11-04,1,15,476.4,Supplier delay
SO_0003356,STORE_004,SKU_0242,2025-11-03,2025-11-08,5,73,2356.44,Shrinkage
SO_0003648,STORE_004,SKU_0499,2025-11-03,2025-11-04,1,2,43.6,Manual error
SO_0003778,STORE_004,SKU_0554,2025-11-03,2025-11-15,12,248,2599.04,Demand spike
SO_0004896,STORE_006,SKU_0501,2025-11-03,2025-11-09,6,67,2187.55,Demand spike
SO_0007199,STORE_009,SKU_0433,2025-11-03,2025-11-07,4,112,2673.44,Shrinkage
SO_0007543,STORE_010,SKU_0228,2025-11-03,2025-11-04,1,4,120.72,Forecast miss
SO_0000429,STORE_001,SKU_0297,2025-11-04,2025-11-06,2,35,1309.7,Supplier delay
SO_0000567,STORE_001,SKU_0403,2025-11-04,2025-11-08,4,115,3510.95,Demand spike
SO_0000758,STORE_001,SKU_0468,2025-11-04,2025-11-05,1,0,0.0,Demand spike
SO_0001332,STORE_002,SKU_0098,2025-11-04,2025-11-08,4,48,2013.6,Manual error
SO_0001574,STORE_002,SKU_0298,2025-11-04,2025-11-10,6,220,8210.4,Shrinkage
SO_0003039,STORE_003,SKU_0547,2025-11-04,2025-11-10,6,112,3392.48,Shrinkage
SO_0003924,STORE_005,SKU_0270,2025-11-04,2025-11-05,1,2,91.94,Shrinkage
SO_0004257,STORE_006,SKU_0071,2025-11-04,2025-11-13,9,125,2605.0,Shrinkage
SO_0005083,STORE_006,SKU_0564,2025-11-04,2025-11-05,1,0,0.0,Shrinkage
SO_0005225,STORE_007,SKU_0067,2025-11-04,2025-11-07,3,45,1946.7,Shrinkage
SO_0005960,STORE_007,SKU_0424,2025-11-04,2025-11-14,10,210,8460.9,Manual error
SO_0006473,STORE_008,SKU_0153,2025-11-04,2025-11-05,1,2,47.9,Supplier delay
SO_0007810,STORE_010,SKU_0417,2025-11-04,2025-11-06,2,7,75.6,Forecast miss
SO_0001112,STORE_002,SKU_0021,2025-11-05,2025-11-07,2,7,64.82,Shrinkage
SO_0001515,STORE_002,SKU_0207,2025-11-05,2025-12-22,47,1351,14739.41,Supplier delay
SO_0001870,STORE_002,SKU_0468,2025-11-05,2025-11-06,1,7,288.12,Demand spike
SO_0002128,STORE_003,SKU_0018,2025-11-05,2025-11-07,2,19,653.22,Demand spike
SO_0002599,STORE_003,SKU_0337,2025-11-05,2025-11-13,8,218,4728.42,Demand spike
SO_0003724,STORE_004,SKU_0533,2025-11-05,2025-11-10,5,111,123.21,Demand spike
SO_0004506,STORE_006,SKU_0200,2025-11-05,2025-11-11,6,193,2808.15,Demand spike
SO_0005726,STORE_007,SKU_0345,2025-11-05,2025-11-09,4,22,802.12,Forecast miss
SO_0005878,STORE_007,SKU_0364,2025-11-05,2025-11-08,3,45,2120.4,Supplier delay
SO_0006278,STORE_007,SKU_0552,2025-11-05,2025-11-07,2,17,150.62,Shrinkage
SO_0007544,STORE_010,SKU_0228,2025-11-05,2025-11-06,1,7,211.26,Supplier delay
SO_0007622,STORE_010,SKU_0360,2025-11-05,2025-11-06,1,1,7.25,Demand spike
SO_0000281,STORE_001,SKU_0213,2025-11-06,2025-11-07,1,8,154.0,Shrinkage
SO_0000480,STORE_001,SKU_0322,2025-11-06,2025-11-13,7,167,3622.23,Manual error
SO_0000728,STORE_001,SKU_0449,2025-11-06,2025-11-10,4,79,2304.43,Manual error
SO_0000909,STORE_001,SKU_0518,2025-11-06,2025-11-07,1,2,14.96,Supplier delay
SO_0001011,STORE_001,SKU_0556,2025-11-06,2025-11-12,6,109,2356.58,Forecast miss
SO_0001375,STORE_002,SKU_0133,2025-11-06,2025-11-07,1,14,417.2,Forecast miss
SO_0002027,STORE_002,SKU_0564,2025-11-06,2025-11-16,10,108,4678.56,Supplier delay
SO_0002572,STORE_003,SKU_0330,2025-11-06,2025-11-17,11,219,2113.35,Manual error
SO_0003163,STORE_004,SKU_0087,2025-11-06,2025-11-19,13,304,9156.48,Manual error
SO_0003326,STORE_004,SKU_0207,2025-11-06,2025-12-04,28,977,10659.07,Supplier delay
SO_0003649,STORE_004,SKU_0499,2025-11-06,2025-11-07,1,0,0.0,Shrinkage
SO_0003949,STORE_005,SKU_0308,2025-11-06,2025-11-13,7,37,1189.55,Forecast miss
SO_0004074,STORE_006,SKU_0034,2025-11-06,2025-11-07,1,8,210.72,Demand spike
SO_0005331,STORE_007,SKU_0189,2025-11-06,2025-11-08,2,28,881.16,Manual error
SO_0001395,STORE_002,SKU_0139,2025-11-07,2025-11-13,6,90,2301.3,Demand spike
SO_0002341,STORE_003,SKU_0231,2025-11-07,2025-11-12,5,132,1599.84,Supplier delay
SO_0003472,STORE_004,SKU_0315,2025-11-07,2025-11-16,9,193,6764.65,Forecast miss
SO_0004671,STORE_006,SKU_0270,2025-11-07,2025-11-10,3,95,4367.15,Shrinkage
SO_0005084,STORE_006,SKU_0564,2025-11-07,2025-11-19,12,158,6844.56,Shrinkage
SO_0005593,STORE_007,SKU_0279,2025-11-07,2025-11-09,2,8,241.92,Supplier delay
SO_0006595,STORE_008,SKU_0230,2025-11-07,2025-11-08,1,6,190.8,Shrinkage
SO_0007545,STORE_010,SKU_0228,2025-11-07,2025-11-10,3,6,181.08,Manual error
SO_0007811,STORE_010,SKU_0417,2025-11-07,2025-11-09,2,7,75.6,Manual error
SO_0000031,STORE_001,SKU_0041,2025-11-08,2025-11-19,11,295,11121.5,Supplier delay
SO_0000387,STORE_001,SKU_0279,2025-11-08,2025-11-15,7,89,2691.36,Manual error
SO_0000624,STORE_001,SKU_0430,2025-11-08,2025-11-13,5,83,1134.61,Forecast miss
SO_0000684,STORE_001,SKU_0434,2025-11-08,2025-11-17,9,192,595.2,Shrinkage
SO_0001113,STORE_002,SKU_0021,2025-11-08,2025-11-10,2,9,83.34,Shrinkage
SO_0001402,STORE_002,SKU_0167,2025-11-08,2025-11-09,1,1,33.67,Demand spike
SO_0001761,STORE_002,SKU_0375,2025-11-08,2025-11-10,2,31,1306.65,Supplier delay
SO_0003188,STORE_004,SKU_0108,2025-11-08,2025-11-10,2,40,992.4,Supplier delay
SO_0003650,STORE_004,SKU_0499,2025-11-08,2025-11-16,8,95,2071.0,Supplier delay
SO_0003814,STORE_004,SKU_0558,2025-11-08,2025-11-12,4,77,846.23,Demand spike
SO_0003849,STORE_004,SKU_0561,2025-11-08,2025-11-09,1,1,8.04,Shrinkage
SO_0003971,STORE_005,SKU_0344,2025-11-08,2025-11-12,4,32,112.96,Manual error
SO_0004141,STORE_006,SKU_0052,2025-11-08,2025-11-10,2,34,479.4,Supplier delay
SO_0004451,STORE_006,SKU_0088,2025-11-08,2025-11-09,1,0,0.0,Demand spike
SO_0005392,STORE_007,SKU_0229,2025-11-08,2025-11-10,2,25,486.0,Manual error
SO_0006086,STORE_007,SKU_0468,2025-11-08,2025-11-09,1,1,41.16,Supplier delay
SO_0006192,STORE_007,SKU_0519,2025-11-08,2025-11-10,2,5,126.4,Demand spike
SO_0006314,STORE_008,SKU_0013,2025-11-08,2025-11-15,7,52,381.16,Demand spike
SO_0007022,STORE_009,SKU_0274,2025-11-08,2025-11-19,11,156,5327.4,Manual error
SO_0007200,STORE_009,SKU_0433,2025-11-08,2025-11-09,1,1,23.87,Manual error
SO_0007282,STORE_009,SKU_0518,2025-11-08,2025-11-09,1,3,22.44,Manual error
SO_0007395,STORE_009,SKU_0577,2025-11-08,2025-11-09,1,20,779.4,Shrinkage
SO_0000291,STORE_001,SKU_0220,2025-11-09,2025-11-10,1,67,1749.37,Manual error
SO_0000533,STORE_001,SKU_0365,2025-11-09,2025-11-18,9,235,9975.75,Demand spike
SO_0000809,STORE_001,SKU_0511,2025-11-09,2025-11-10,1,29,1115.34,Supplier delay
SO_0000910,STORE_001,SKU_0518,2025-11-09,2025-11-10,1,9,67.32,Demand spike
SO_0001871,STORE_002,SKU_0468,2025-11-09,2025-11-10,1,7,288.12,Supplier delay
SO_0002303,STORE_003,SKU_0229,2025-11-09,2025-11-23,14,310,6026.4,Supplier delay
SO_0003531,STORE_004,SKU_0332,2025-11-09,2025-11-13,4,51,1251.03,Forecast miss
SO_0004484,STORE_006,SKU_0115,2025-11-09,2025-11-11,2,14,157.78,Demand spike
SO_0004748,STORE_006,SKU_0384,2025-11-09,2025-11-21,12,246,11175.78,Forecast miss
SO_0005262,STORE_007,SKU_0093,2025-11-09,2025-11-11,2,15,334.8,Forecast miss
SO_0005897,STORE_007,SKU_0404,2025-11-09,2025-11-10,1,23,101.2,Supplier delay
SO_0006591,STORE_008,SKU_0225,2025-11-09,2025-11-15,6,29,408.03,Manual error
SO_0006960,STORE_009,SKU_0250,2025-11-09,2025-11-12,3,55,754.6,Forecast miss
SO_0000098,STORE_001,SKU_0107,2025-11-10,2025-11-15,5,80,3952.0,Supplier delay
SO_0001653,STORE_002,SKU_0335,2025-11-10,2025-11-11,1,24,933.12,Demand spike
SO_0002210,STORE_003,SKU_0181,2025-11-10,2025-11-18,8,237,3545.52,Forecast miss
SO_0003903,STORE_005,SKU_0256,2025-11-10,2025-11-12,2,9,86.49,Supplier delay
SO_0004452,STORE_006,SKU_0088,2025-11-10,2025-11-11,1,0,0.0,Manual error
SO_0005933,STORE_007,SKU_0420,2025-11-10,2025-11-15,5,67,852.91,Forecast miss
SO_0006637,STORE_008,SKU_0328,2025-11-10,2025-11-12,2,15,265.95,Supplier delay
SO_0006774,STORE_008,SKU_0547,2025-11-10,2025-11-11,1,4,121.16,Manual error
SO_0007201,STORE_009,SKU_0433,2025-11-10,2025-11-14,4,42,1002.54,Shrinkage
SO_0000438,STORE_001,SKU_0314,2025-11-11,2025-11-12,1,2,45.4,Forecast miss
SO_0001114,STORE_002,SKU_0021,2025-11-11,2025-11-12,1,6,55.56,Supplier delay
SO_0001541,STORE_002,SKU_0237,2025-11-11,2025-11-14,3,57,2341.56,Demand spike
SO_0001612,STORE_002,SKU_0300,2025-11-11,2025-11-14,3,18,309.06,Manual error
SO_0001701,STORE_002,SKU_0368,2025-11-11,2025-11-19,8,73,2250.59,Manual error
SO_0002419,STORE_003,SKU_0241,2025-11-11,2025-11-14,3,71,2549.61,Supplier delay
SO_0002545,STORE_003,SKU_0313,2025-11-11,2025-11-12,1,13,500.37,Forecast miss
SO_0002718,STORE_003,SKU_0345,2025-11-11,2025-11-12,1,7,255.22,Forecast miss
SO_0002995,STORE_003,SKU_0535,2025-11-11,2025-11-13,2,16,756.8,Shrinkage
SO_0003571,STORE_004,SKU_0337,2025-11-11,2025-11-14,3,28,607.32,Demand spike
SO_0003850,STORE_004,SKU_0561,2025-11-11,2025-11-12,1,1,8.04,Demand spike
SO_0005727,STORE_007,SKU_0345,2025-11-11,2025-11-17,6,37,1349.02,Supplier delay
SO_0005769,STORE_007,SKU_0358,2025-11-11,2025-11-17,6,134,4116.48,Forecast miss
SO_0006193,STORE_007,SKU_0519,2025-11-11,2025-11-12,1,11,278.08,Manual error
SO_0006398,STORE_008,SKU_0146,2025-11-11,2025-11-30,19,78,1717.56,Demand spike
SO_0007073,STORE_009,SKU_0285,2025-11-11,2025-11-13,2,23,473.8,Manual error
